,display_name,MAC_Address,IP_Address,Discovery_Time,Analysis_Level,Bytes_In,Bytes_Out
337,Remote 172.29.118.4,,172.29.118.4,2023-03-06 20:43:00,discovery,30044104,30044104
338,WIN-C0K5I3175UU,00:15:5D:03:A7:02,169.254.102.235,2023-03-06 20:41:00,discovery,0,0
339,Remote 172.29.118.1,,172.29.118.1,2023-03-06 19:06:00,standard,0,0
340,Remote 172.29.118.0,,172.29.118.0,2023-03-06 19:02:30,discovery,0,0
341,Device 0604b6b0ce480000,06:04:B6:B0:CE:48,,2023-03-06 18:45:00,standard,0,0
342,RTSNX638,50:EB:F6:8B:88:14,172.22.151.7,2023-03-06 18:25:00,discovery,0,0
343,Device 52cc3c940f940000,52:CC:3C:94:0F:94,,2023-03-06 17:44:00,discovery,0,0
344,Remote 172.16.28.26,,172.16.28.26,2023-03-06 17:33:30,standard,0,0
345,RTSNX637,50:EB:F6:8B:96:6F,172.22.151.6,2023-03-06 17:19:30,discovery,0,0
346,Pixel-7-Pro,E6:37:24:AA:5D:01,192.168.1.217,2023-03-06 17:06:00,discovery,0,0
347,858-284,58:CE:2A:9D:9F:EA,10.21.243.85,2023-03-06 16:49:00,standard,0,0
348,18a-9d6,D4:3A:65:0D:29:8D,172.22.151.5,2023-03-06 16:48:00,discovery,0,0
349,AP6084BD3DDBE0,60:84:BD:3D:DB:E0,192.168.99.89,2023-03-06 16:46:00,discovery,0,0
350,R06574304,FC:3F:DB:81:31:4A,10.10.40.156,2023-03-06 16:38:30,discovery,0,0
351,9da-6bb,C8:7F:54:2D:5C:A2,172.22.151.3,2023-03-06 16:06:00,discovery,0,0
352,833-068,78:AF:08:2B:76:F9,172.26.12.21,2023-03-06 16:00:30,standard,0,0
353,KEN_NB,AC:16:2D:4B:A3:A9,192.168.1.222,2023-03-06 15:47:30,discovery,0,0
354,RTMNB1536,50:EB:F6:8B:8A:92,172.22.151.1,2023-03-06 15:41:30,discovery,0,0
